sample_id,source_sample_id,true_label,source,dm,peak_sigma,peak_time_s,peak_sigma_matched,peak_time_matched_s
sample_000897,00298_neg_sample,RFI,,565.8,4.21,1.392,3.12,0.8828
sample_000898,00299_neg_sample,RFI,,566.1,3.9,1.2042,3.22,0.8779
sample_000899,00300_neg_sample,RFI,,566.0,6.01,1.276,3.76,0.5358
sample_000900,00301_neg_sample,RFI,,566.0,4.26,0.6695,3.05,0.7579
sample_000901,00302_neg_sample,RFI,,411.51,4.83,1.1521,4.49,1.158
sample_000902,00303_neg_sample,RFI,,564.1,3.81,0.3047,3.45,0.1956
sample_000903,00304_neg_sample,RFI,,412.55,4.43,0.1996,3.18,0.1671
sample_000904,00305_neg_sample,RFI,,565.1,3.96,0.0177,3.66,0.0639
sample_000905,00306_neg_sample,RFI,,566.0,4.83,0.8847,4.94,0.8434
sample_000906,00307_neg_sample,RFI,,564.3,4.95,0.1003,4.43,0.1189
sample_000907,00308_neg_sample,RFI,,566.6,4.52,0.3047,3.61,0.4974
sample_000908,00309_neg_sample,RFI,,566.0,4.35,0.6183,3.69,0.756
sample_000909,00310_neg_sample,RFI,,566.0,4.36,0.0177,3.0,0.6272
sample_000910,00311_neg_sample,RFI,,566.7,7.13,0.6203,5.98,0.6675
sample_000911,00312_neg_sample,RFI,,566.1,5.77,0.9123,3.23,0.7864
sample_000912,00313_neg_sample,RFI,,565.0,7.85,0.0433,3.22,0.5131
sample_000913,00314_neg_sample,RFI,,566.7,4.73,0.0629,4.23,0.8769
sample_000914,00315_neg_sample,RFI,,566.0,5.14,1.1,5.05,0.4325
sample_000915,00316_neg_sample,RFI,,567.3,4.81,0.4896,3.21,0.1996
sample_000916,00317_neg_sample,RFI,,570.0,6.66,0.0315,5.46,0.0609
sample_000917,00318_neg_sample,RFI,,567.1,3.83,0.2359,3.32,0.5122
sample_000918,00319_neg_sample,RFI,,412.55,4.39,0.7609,2.86,0.6606
sample_000919,00320_neg_sample,RFI,,566.0,3.39,0.7137,2.73,0.7707
sample_000920,00321_neg_sample,RFI,,565.8,4.11,0.0747,3.3,0.0472
sample_000921,00322_neg_sample,RFI,,566.0,5.04,0.4011,3.18,0.8995
sample_000922,00323_neg_sample,RFI,,565.2,4.46,0.8346,3.17,0.0138
sample_000923,00324_neg_sample,RFI,,412.55,4.84,0.2349,2.84,0.0167
sample_000924,00325_neg_sample,RFI,,412.55,4.23,0.7206,3.36,0.8169
sample_000925,00326_neg_sample,RFI,,566.0,4.97,0.7638,3.41,0.4896
sample_000926,00327_neg_sample,RFI,,565.4,5.35,0.7737,3.47,0.8317
sample_000927,00328_neg_sample,RFI,,566.0,6.55,0.1101,5.32,0.1455
sample_000928,00329_neg_sample,RFI,,566.0,5.05,0.0619,2.88,0.0501
sample_000929,00330_neg_sample,RFI,,566.6,5.22,0.5574,4.18,0.6832
sample_000930,00331_neg_sample,RFI,,555.4,6.0,0.7894,5.27,0.9054
sample_000931,00332_neg_sample,RFI,,567.7,6.55,0.8877,5.5,0.9064
sample_000932,00333_neg_sample,RFI,,567.7,4.53,0.6105,3.73,0.6075
sample_000933,00334_neg_sample,RFI,,411.51,3.75,0.056,2.72,0.0108
sample_000934,00335_neg_sample,RFI,,566.0,4.47,0.6124,3.38,0.5751
sample_000935,00336_neg_sample,RFI,,412.18,4.15,0.6812,2.76,0.7569
sample_000936,00337_neg_sample,RFI,,412.55,4.2,1.2976,3.19,0.0944
sample_000937,00338_neg_sample,RFI,,559.7,3.77,1.7518,2.05,0.5554
sample_000938,00339_neg_sample,RFI,,569.5,3.37,1.2996,2.68,0.5289
sample_000939,00340_neg_sample,RFI,,412.55,4.56,0.6026,3.31,0.9752
sample_000940,00341_neg_sample,RFI,,565.1,3.33,0.0069,2.85,0.0934
sample_000941,00342_neg_sample,RFI,,567.4,6.02,0.1887,3.04,0.2015
sample_000942,00343_neg_sample,RFI,,569.2,3.45,0.9172,3.04,0.8228
sample_000943,00344_neg_sample,RFI,,568.8,4.3,0.8199,3.15,0.8454
sample_000944,00345_neg_sample,RFI,,412.55,3.7,1.0872,2.41,1.22
sample_000945,00346_neg_sample,RFI,,566.0,5.73,0.0315,4.0,0.0492
sample_000946,00347_neg_sample,RFI,,412.55,4.14,0.926,3.18,0.8661
sample_000947,00348_neg_sample,RFI,,412.55,2.86,0.986,1.89,1.0725
sample_000948,00349_neg_sample,RFI,,563.1,4.18,1.4441,3.04,0.8415
sample_000949,00350_neg_sample,RFI,,566.0,5.74,0.0374,3.06,0.0059
sample_000950,00351_neg_sample,RFI,,566.0,2.98,0.811,2.37,0.8326
sample_000951,00352_neg_sample,RFI,,566.0,4.11,0.1868,2.77,0.1573
sample_000952,00353_neg_sample,RFI,,569.5,3.7,0.8739,3.34,0.6832
sample_000953,00354_neg_sample,RFI,,565.4,2.61,0.7658,2.15,0.7894
sample_000954,00355_neg_sample,RFI,,412.55,3.91,0.288,3.24,1.0391
sample_000955,00356_neg_sample,RFI,,412.55,2.8,0.0639,1.48,0.113
sample_000956,00357_neg_sample,RFI,,562.6,3.96,0.404,3.54,0.0678
sample_000957,00358_neg_sample,RFI,,412.55,3.78,0.4669,2.59,0.7324
sample_000958,00359_neg_sample,RFI,,567.9,3.84,1.0981,3.18,0.0157
sample_000959,00360_neg_sample,RFI,,564.4,3.0,0.8326,2.92,0.8936
sample_000960,00361_neg_sample,RFI,,411.51,3.9,0.0393,2.5,0.1307
sample_000961,00362_neg_sample,RFI,,412.55,4.11,0.1504,3.52,0.0059
sample_000962,00363_neg_sample,RFI,,569.4,4.33,0.0039,2.67,0.001
sample_000963,00364_neg_sample,RFI,,412.55,3.38,0.1366,3.05,0.056
sample_000964,00365_neg_sample,RFI,,567.6,2.87,0.0403,2.81,0.1298
sample_000965,00366_neg_sample,RFI,,568.9,4.2,1.1364,3.45,0.3195
sample_000966,00367_neg_sample,RFI,,566.0,3.35,0.8051,2.68,0.8916
sample_000967,00368_neg_sample,RFI,,566.0,2.79,0.87,2.54,0.8012
sample_000968,00369_neg_sample,RFI,,564.5,4.13,0.0963,3.42,0.0609
sample_000969,00370_neg_sample,RFI,,564.4,4.11,1.8088,3.5,0.87
sample_000970,00371_neg_sample,RFI,,566.4,3.66,0.8425,3.28,0.9073
sample_000971,00372_neg_sample,RFI,,565.9,4.14,0.7658,2.79,0.6714
sample_000972,00373_neg_sample,RFI,,565.4,4.03,0.8965,3.59,0.8808
sample_000973,00374_neg_sample,RFI,,566.7,3.1,0.0698,2.65,0.697
sample_000974,00375_neg_sample,RFI,,411.51,4.83,1.2927,3.19,0.2723
sample_000975,00376_neg_sample,RFI,,566.0,5.62,0.0315,3.05,0.3745
sample_000976,00377_neg_sample,RFI,,567.5,5.29,0.056,3.54,0.7098
sample_000977,00378_neg_sample,RFI,,565.8,4.35,1.4323,3.2,0.8376
sample_000978,00379_neg_sample,RFI,,566.2,4.86,1.5965,3.5,0.9123
sample_000979,00380_neg_sample,RFI,,564.5,5.6,0.0285,3.63,0.2389
sample_000980,00381_neg_sample,RFI,,567.6,7.55,0.4325,4.91,0.3244
sample_000981,00382_neg_sample,RFI,,412.55,4.95,0.6341,3.57,0.8955
sample_000982,00383_neg_sample,RFI,,412.55,10.08,0.057,6.88,0.0413
sample_000983,00384_neg_sample,RFI,,567.6,5.18,1.6279,2.99,0.9123
sample_000984,00385_neg_sample,RFI,,568.5,5.41,0.3539,4.34,0.3677
sample_000985,00386_neg_sample,RFI,,567.2,3.98,0.635,3.27,0.5584
sample_000986,00387_neg_sample,RFI,,567.9,4.07,0.9211,3.24,0.7569
sample_000987,00388_neg_sample,RFI,,411.51,4.47,0.9673,3.25,1.159
sample_000988,00389_neg_sample,RFI,,412.55,3.86,0.5987,3.14,0.8533
sample_000989,00390_neg_sample,RFI,,566.6,3.35,0.5613,3.26,0.4709
sample_000990,00391_neg_sample,RFI,,565.8,5.33,0.0688,3.31,0.9231
sample_000991,00392_neg_sample,RFI,,564.7,3.64,0.872,2.9,0.7255
sample_000992,00393_neg_sample,RFI,,566.0,4.54,0.9988,3.15,0.8936
sample_000993,00394_neg_sample,RFI,,569.2,4.86,0.0098,4.22,0.0904
sample_000994,00395_neg_sample,RFI,,565.3,4.99,0.0354,3.77,0.0472
sample_000995,00396_neg_sample,RFI,,411.51,3.01,0.1681,1.62,0.1602
sample_000996,00397_neg_sample,RFI,,566.0,4.53,0.0747,3.75,0.2369
sample_000997,00398_neg_sample,RFI,,569.5,2.89,1.104,2.87,0.5692
sample_000998,00399_neg_sample,RFI,,566.7,4.75,0.3126,3.94,0.7786
sample_000999,00400_neg_sample,RFI,,569.8,5.7,0.2694,5.47,0.4601
sample_001000,00401_neg_sample,RFI,,412.55,6.99,0.0433,3.56,0.4325
sample_001001,00402_neg_sample,RFI,,564.7,3.72,0.3136,4.14,0.4787
sample_001002,00403_neg_sample,RFI,,565.8,6.31,0.2251,4.88,0.2743
sample_001003,00404_neg_sample,RFI,,412.55,5.62,0.0531,3.35,0.3952
sample_001004,00405_neg_sample,RFI,,568.5,6.43,0.4414,5.14,0.7992
sample_001005,00406_neg_sample,RFI,,563.7,4.33,0.0315,4.61,0.929
sample_001006,00407_neg_sample,RFI,,565.0,6.0,0.0334,6.51,0.0315
sample_001007,00408_neg_sample,RFI,,565.5,3.56,0.29,2.96,0.0138
sample_001008,00409_neg_sample,RFI,,412.55,4.31,0.0256,3.53,0.1298
sample_001009,00410_neg_sample,RFI,,564.0,4.38,0.5387,2.81,0.5053
sample_001010,00411_neg_sample,RFI,,569.0,4.47,0.2497,2.53,0.0285
sample_001011,00412_neg_sample,RFI,,564.1,4.07,0.6272,2.89,0.3903
sample_001012,00413_neg_sample,RFI,,568.4,5.4,1.2406,3.8,0.7953
sample_001013,00414_neg_sample,RFI,,564.5,4.68,0.4719,3.41,0.5426
sample_001014,00415_neg_sample,RFI,,562.3,3.45,0.2566,2.85,0.1425
sample_001015,00416_neg_sample,RFI,,564.9,4.76,0.3578,2.94,0.3529
sample_001016,00417_neg_sample,RFI,,412.55,3.6,0.4669,3.73,0.3981
sample_001017,00418_neg_sample,RFI,,567.2,6.55,0.0531,3.19,0.0334
sample_001018,00419_neg_sample,RFI,,563.0,4.33,0.6409,2.88,0.6056
sample_001019,00420_neg_sample,RFI,,564.6,4.2,0.4532,3.31,0.0029
sample_001020,00421_neg_sample,RFI,,412.55,4.91,0.8415,3.91,0.8552
sample_001021,00422_neg_sample,RFI,,568.0,3.98,1.0597,3.67,0.4266
sample_001022,00423_neg_sample,RFI,,568.0,3.71,0.2104,3.19,0.7206
sample_001023,00424_neg_sample,RFI,,564.7,3.12,0.3765,2.74,0.0236
sample_001024,00425_neg_sample,RFI,,566.5,5.89,1.101,3.47,0.9005
sample_001025,00426_neg_sample,RFI,,568.1,3.56,1.3153,2.97,0.6144
sample_001026,00427_neg_sample,RFI,,411.51,3.95,1.2091,4.05,1.215
sample_001027,00428_neg_sample,RFI,,412.97,4.09,1.0902,2.97,0.4778
sample_001028,00429_neg_sample,RFI,,564.5,3.94,0.29,2.72,0.2241
sample_001029,00430_neg_sample,RFI,,566.2,3.54,0.3519,3.23,0.116
sample_001030,00431_neg_sample,RFI,,564.5,6.16,0.0315,4.89,0.0708
sample_001031,00432_neg_sample,RFI,,566.2,4.8,0.0354,3.75,0.8729
sample_001032,00433_neg_sample,RFI,,411.51,3.61,0.347,2.56,0.0708
sample_001033,00434_neg_sample,RFI,,566.0,4.4,0.6871,3.15,0.3834
sample_001034,00435_neg_sample,RFI,,565.0,3.37,0.3667,3.09,0.0786
sample_001035,00436_neg_sample,RFI,,563.8,3.69,0.2123,3.23,0.4964
sample_001036,00437_neg_sample,RFI,,565.2,4.29,0.1337,2.96,0.115
sample_001037,00438_neg_sample,RFI,,412.55,4.24,0.403,2.91,0.9752
sample_001038,00439_neg_sample,RFI,,566.3,4.25,0.8779,2.67,0.8562
sample_001039,00440_neg_sample,RFI,,565.0,4.39,0.9319,3.68,0.8376
sample_001040,00441_neg_sample,RFI,,412.55,5.33,0.0649,3.58,0.1435
sample_001041,00442_neg_sample,RFI,,566.5,3.61,0.8434,3.17,0.8926
sample_001042,00443_neg_sample,RFI,,564.5,11.41,1.5414,3.25,0.8906
sample_001043,00444_neg_sample,RFI,,567.9,3.98,1.8157,3.29,0.7746
sample_001044,00445_neg_sample,RFI,,566.3,3.43,0.229,2.73,0.3018
sample_001045,00446_neg_sample,RFI,,566.7,3.6,1.2986,2.65,0.6046
sample_001046,00447_neg_sample,RFI,,563.5,3.98,0.6262,3.78,0.348
sample_001047,00448_neg_sample,RFI,,412.55,4.1,0.0206,2.86,0.3018
sample_001048,00449_neg_sample,RFI,,566.0,5.2,0.7314,3.1,0.8533
sample_001049,00450_neg_sample,RFI,,562.8,3.88,0.0059,3.06,0.407
sample_001050,00451_neg_sample,RFI,,412.55,5.25,0.291,3.57,1.1688
sample_001051,00452_neg_sample,RFI,,412.55,20.07,0.0786,13.06,0.0315
sample_001052,00453_neg_sample,RFI,,568.5,4.41,0.2811,3.35,0.3146
sample_001053,00454_neg_sample,RFI,,566.1,4.56,0.059,2.41,0.059
sample_001054,00455_neg_sample,RFI,,566.0,4.26,0.1121,3.6,0.0079
sample_001055,00456_neg_sample,RFI,,567.3,4.86,0.8788,4.61,0.8906
sample_001056,00457_neg_sample,RFI,,565.6,3.5,1.334,2.85,0.8739
sample_001057,00458_neg_sample,RFI,,565.1,6.24,1.6574,3.43,0.292
sample_001058,00459_neg_sample,RFI,,411.51,4.35,0.1632,3.42,0.6616
sample_001059,00460_neg_sample,RFI,,566.0,3.6,0.0265,2.67,0.1406
sample_001060,00461_neg_sample,RFI,,567.5,4.03,1.0568,3.24,0.113
sample_001061,00462_neg_sample,RFI,,566.0,3.13,0.8169,2.47,0.8857
sample_001062,00463_neg_sample,RFI,,564.4,3.21,0.0039,3.07,0.057
sample_001063,00464_neg_sample,RFI,,566.7,4.57,0.8287,3.06,0.057
sample_001064,00465_neg_sample,RFI,,567.6,4.72,0.0511,3.19,0.8877
sample_001065,00466_neg_sample,RFI,,412.55,4.09,0.1691,3.3,0.1229
sample_001066,00467_neg_sample,RFI,,567.0,4.14,0.0265,3.62,0.0472
sample_001067,00468_neg_sample,RFI,,565.1,3.28,1.0056,2.8,0.752
sample_001068,00469_neg_sample,RFI,,563.1,3.52,0.6065,3.83,0.5269
sample_001069,00470_neg_sample,RFI,,412.55,5.46,0.0039,3.05,0.0511
sample_001070,00471_neg_sample,RFI,,570.0,4.01,1.275,3.54,0.1838
sample_001071,00472_neg_sample,RFI,,412.97,3.63,0.0206,1.61,0.1288
sample_001072,00473_neg_sample,RFI,,570.0,3.87,0.1524,2.53,0.1072
sample_001073,00474_neg_sample,RFI,,565.4,6.44,0.0983,3.15,0.0511
sample_001074,00475_neg_sample,RFI,,565.1,3.4,0.3038,2.47,0.3431
sample_001075,00476_neg_sample,RFI,,517.8,4.32,0.7668,3.01,0.9555
sample_001076,00477_neg_sample,RFI,,411.51,3.55,0.176,2.95,0.0737
sample_001077,00478_neg_sample,RFI,,562.3,4.11,0.4876,2.5,0.3028
sample_001078,00479_neg_sample,RFI,,565.8,4.65,0.6056,3.24,0.3215
sample_001079,00480_neg_sample,RFI,,566.0,4.51,0.4768,3.06,0.0983
sample_001080,00481_neg_sample,RFI,,562.6,3.99,1.4608,3.36,0.8228
sample_001081,00482_neg_sample,RFI,,411.51,3.85,0.2821,2.76,0.3008
sample_001082,00483_neg_sample,RFI,,565.0,6.37,0.0315,3.32,0.0059
sample_001083,00484_neg_sample,RFI,,412.97,4.29,0.2566,3.04,0.0501
sample_001084,00485_neg_sample,RFI,,564.5,4.74,0.1357,3.2,0.1927
sample_001085,00486_neg_sample,RFI,,567.2,5.14,1.2072,2.98,0.6606
sample_001086,00487_neg_sample,RFI,,565.5,3.63,0.9398,3.13,0.7304
sample_001087,00488_neg_sample,RFI,,567.2,4.0,0.756,3.25,0.7265
sample_001088,00489_neg_sample,RFI,,568.0,4.06,1.4107,3.26,0.7058
sample_001089,00490_neg_sample,RFI,,564.9,3.49,0.1209,3.12,0.056
sample_001090,00491_neg_sample,RFI,,412.55,2.67,0.0069,2.36,0.0128
sample_001091,00492_neg_sample,RFI,,411.51,2.45,0.6419,1.78,1.1216
sample_001092,00493_neg_sample,RFI,,565.1,4.34,0.1494,3.86,0.1937
sample_001093,00494_neg_sample,RFI,,568.1,6.0,0.0472,2.99,0.1563
sample_001094,00495_neg_sample,RFI,,567.6,3.88,0.4984,2.88,0.5869
sample_001095,00496_neg_sample,RFI,,565.9,4.41,0.1042,3.82,0.002
sample_001096,00497_neg_sample,RFI,,565.0,3.81,0.0049,3.19,0.0059
sample_001097,00498_neg_sample,RFI,,566.7,4.27,1.1954,2.71,0.4286
sample_001098,00499_neg_sample,RFI,,412.55,4.27,0.3106,3.87,0.2369
sample_001099,00500_neg_sample,RFI,,564.7,2.96,0.0108,2.2,0.1622
sample_001100,00501_neg_sample,RFI,,565.8,4.51,0.5967,2.83,0.695
sample_001101,00502_neg_sample,RFI,,567.4,2.24,0.8877,1.98,0.8877
sample_001102,00503_neg_sample,RFI,,412.55,4.42,0.985,3.16,0.1642
sample_001103,00504_neg_sample,RFI,,411.51,4.33,0.6871,3.01,0.8955
sample_001104,00505_neg_sample,RFI,,566.0,3.97,0.0452,3.74,0.0177
sample_001105,00506_neg_sample,RFI,,569.4,8.95,1.7419,4.54,0.9044
sample_001106,00507_neg_sample,RFI,,567.2,3.93,0.0187,2.18,0.0108
sample_001107,00508_neg_sample,RFI,,566.0,2.2,0.7186,1.79,0.9014
sample_001108,00509_neg_sample,RFI,,565.5,3.55,0.2467,2.56,0.8955
sample_001109,00510_neg_sample,RFI,,565.4,4.83,0.2379,3.63,0.2281
sample_001110,00511_neg_sample,RFI,,412.55,4.17,0.1996,3.11,0.0462
sample_001111,00512_neg_sample,RFI,,564.8,3.77,0.8582,3.08,0.5505
sample_001112,00513_neg_sample,RFI,,411.51,3.9,0.6341,2.93,0.4886
sample_001113,00514_neg_sample,RFI,,412.18,3.26,0.3313,2.45,0.115
sample_001114,00515_neg_sample,RFI,,412.55,3.82,0.3667,3.36,0.3274
sample_001115,00516_neg_sample,RFI,,566.0,2.83,0.0678,2.62,0.0423
sample_001116,00517_neg_sample,RFI,,411.51,4.06,0.5957,3.48,0.523
sample_001117,00518_neg_sample,RFI,,566.0,4.11,0.1229,2.98,0.9172
sample_001118,00519_neg_sample,RFI,,567.9,4.76,0.6449,4.03,0.1504
sample_001119,00520_neg_sample,RFI,,567.6,4.52,0.6862,3.02,0.7363
sample_001120,00521_neg_sample,RFI,,562.8,5.85,0.0649,4.22,0.1288
sample_001121,00522_neg_sample,RFI,,566.7,4.44,0.8965,3.04,0.2192
sample_001122,00523_neg_sample,RFI,,561.5,3.85,0.9044,3.7,0.2349
sample_001123,00524_neg_sample,RFI,,411.51,4.46,0.524,3.95,0.1013
sample_001124,00525_neg_sample,RFI,,565.8,4.14,0.7451,4.24,0.1809
sample_001125,00526_neg_sample,RFI,,569.8,3.6,0.0364,3.03,0.0187
sample_001126,00527_neg_sample,RFI,,412.55,4.6,0.8955,3.59,0.7274
sample_001127,00528_neg_sample,RFI,,565.5,5.17,0.7471,3.42,0.7491
sample_001128,00529_neg_sample,RFI,,412.55,3.05,0.7166,2.56,0.7953
sample_001129,00530_neg_sample,RFI,,412.55,6.06,1.6751,2.88,1.1944
sample_001130,00531_neg_sample,RFI,,569.2,4.8,0.0895,3.26,0.5731
sample_001131,00532_neg_sample,RFI,,567.0,3.7,0.1593,3.51,0.0374
sample_001132,00533_neg_sample,RFI,,565.1,3.81,0.8798,4.03,0.7727
sample_001133,00534_neg_sample,RFI,,566.1,4.57,0.3097,2.99,0.7933
sample_001134,00535_neg_sample,RFI,,567.1,4.2,0.6753,3.52,0.7333
sample_001135,00536_neg_sample,RFI,,569.0,5.07,0.0551,2.62,0.2173
sample_001136,00537_neg_sample,RFI,,566.2,5.84,0.2428,6.47,0.3824
sample_001137,00538_neg_sample,RFI,,567.6,9.61,0.5328,6.2,0.5662
sample_001138,00539_neg_sample,RFI,,566.1,6.75,0.5731,5.93,0.6636
sample_001139,00540_neg_sample,RFI,,566.0,4.82,0.0206,3.5,0.0678
sample_001140,00541_neg_sample,RFI,,567.6,8.01,1.2789,6.43,0.9191
sample_001141,00542_neg_sample,RFI,,567.0,3.81,0.2939,2.34,0.0383
sample_001142,00543_neg_sample,RFI,,569.4,7.65,0.8189,5.64,0.5869
sample_001143,00544_neg_sample,RFI,,569.0,6.62,0.1475,4.18,0.0777
sample_001144,00545_neg_sample,RFI,,411.51,4.58,0.0098,3.66,0.3903
sample_001145,00546_neg_sample,RFI,,554.5,3.93,0.6989,3.5,0.9201
sample_001146,00547_neg_sample,RFI,,566.0,3.2,0.6527,3.18,0.5711
sample_001147,00548_neg_sample,RFI,,568.0,3.92,0.0934,2.78,0.0659
sample_001148,00549_neg_sample,RFI,,568.8,3.15,0.5181,2.18,0.115
sample_001149,00550_neg_sample,RFI,,567.9,4.97,0.0649,2.99,0.6193
sample_001150,00551_neg_sample,RFI,,412.97,4.67,0.0619,2.72,0.1632
sample_001151,00552_neg_sample,RFI,,566.0,4.72,0.0315,2.93,0.117
sample_001152,00553_neg_sample,RFI,,411.51,7.7,0.8788,4.64,1.0617
sample_001153,00554_neg_sample,RFI,,559.7,6.36,0.0826,3.19,0.1022
sample_001154,00555_neg_sample,RFI,,412.55,4.65,0.6321,3.45,1.0666
sample_001155,00556_neg_sample,RFI,,562.3,6.43,0.0177,3.9,0.0315
sample_001156,00557_neg_sample,RFI,,567.5,9.47,0.6586,6.8,0.7963
sample_001157,00558_neg_sample,RFI,,411.51,4.65,0.867,2.69,0.7609
sample_001158,00559_neg_sample,RFI,,412.97,5.12,0.0177,3.13,0.2389
sample_001159,00560_neg_sample,RFI,,411.51,4.17,1.0322,3.58,1.0666
sample_001160,00561_neg_sample,RFI,,564.4,4.83,1.3841,3.12,0.7048
sample_001161,00562_neg_sample,RFI,,566.0,4.55,0.2743,3.84,0.0954
sample_001162,00563_neg_sample,RFI,,566.9,3.91,1.1806,2.85,0.6527
sample_001163,00564_neg_sample,RFI,,563.1,2.94,0.0639,2.55,0.176
sample_001164,00565_neg_sample,RFI,,411.51,4.24,0.8248,2.81,0.7687
sample_001165,00566_neg_sample,RFI,,565.4,4.09,0.8592,3.62,0.4709
sample_001166,00567_neg_sample,RFI,,566.7,3.52,0.1347,2.56,0.0767
sample_001167,00568_neg_sample,RFI,,566.0,36.9,1.6948,5.2,0.8965
sample_001168,00569_neg_sample,RFI,,565.1,3.41,0.1406,2.47,0.0659
sample_001169,00570_neg_sample,RFI,,564.4,3.8,0.2684,4.64,0.9211
sample_001170,00571_neg_sample,RFI,,412.55,3.26,1.217,2.73,1.1924
sample_001171,00572_neg_sample,RFI,,567.8,4.46,0.7284,2.83,0.8808
sample_001172,00573_neg_sample,RFI,,563.9,3.57,1.2239,2.61,0.8975
sample_001173,00574_neg_sample,RFI,,566.0,4.24,0.2762,3.46,0.288
sample_001174,00575_neg_sample,RFI,,565.8,3.28,0.0324,2.82,0.0659
sample_001175,00576_neg_sample,RFI,,566.7,4.13,0.0668,2.89,0.0246
sample_001176,00577_neg_sample,RFI,,412.55,4.25,0.0619,3.19,0.8484
sample_001177,00578_neg_sample,RFI,,566.2,3.05,1.1158,2.7,0.8916
sample_001178,00579_neg_sample,RFI,,412.55,4.35,0.6183,3.49,0.6744
sample_001179,00580_neg_sample,RFI,,566.0,4.6,0.5859,3.94,0.7058
sample_001180,00581_neg_sample,RFI,,568.5,4.15,1.5709,4.12,0.8405
sample_001181,00582_neg_sample,RFI,,411.51,3.65,0.7225,2.74,1.2219
sample_001182,00583_neg_sample,RFI,,566.0,5.57,0.0334,5.38,0.6291
sample_001183,00584_neg_sample,RFI,,565.7,4.25,1.0833,3.31,0.3156
sample_001184,00585_neg_sample,RFI,,568.0,4.19,0.6901,3.09,0.0374
sample_001185,00586_neg_sample,RFI,,412.55,2.94,0.5692,3.16,0.6331
sample_001186,00587_neg_sample,RFI,,564.9,4.82,1.2622,4.64,0.7392
sample_001187,00588_neg_sample,RFI,,569.4,4.46,1.0184,3.96,0.7933
sample_001188,00589_neg_sample,RFI,,411.51,4.79,0.1799,3.49,0.0924
sample_001189,00590_neg_sample,RFI,,411.51,3.84,0.9742,2.35,1.0391
sample_001190,00591_neg_sample,RFI,,412.97,5.24,0.4414,3.16,0.1868
sample_001191,00592_neg_sample,RFI,,412.55,4.08,0.4945,4.04,0.2959
sample_001192,00593_neg_sample,RFI,,566.0,4.25,0.6468,3.68,0.231
sample_001193,00594_neg_sample,RFI,,412.55,264.88,1.8127,131.53,1.1895
sample_001194,00595_neg_sample,RFI,,565.8,1.98,0.7972,1.3,0.2644
sample_001195,00596_neg_sample,RFI,,412.97,2.36,0.7569,1.04,0.9093
sample_001196,00597_neg_sample,RFI,,567.9,1.96,0.6812,1.21,0.2585
sample_001197,00598_neg_sample,RFI,,565.6,2.06,0.2782,1.16,0.8602
sample_001198,00599_neg_sample,RFI,,566.0,4.63,0.3205,3.13,0.0039
sample_001199,00600_neg_sample,RFI,,565.1,4.16,0.1199,2.77,0.0865
sample_001200,00601_neg_sample,RFI,,568.1,4.91,0.5682,4.17,0.4473
sample_001201,00602_neg_sample,RFI,,565.6,3.89,0.2467,3.46,0.1583
sample_001202,00603_neg_sample,RFI,,566.2,4.41,0.0492,3.8,0.0433
sample_001203,00604_neg_sample,RFI,,569.0,3.79,0.1317,3.41,0.1534
sample_001204,00605_neg_sample,RFI,,411.51,4.12,1.1747,3.04,0.4778
sample_001205,00606_neg_sample,RFI,,564.4,3.46,0.7166,3.31,0.5495
sample_001206,00607_neg_sample,RFI,,567.1,4.16,0.5525,2.96,0.6341
sample_001207,00608_neg_sample,RFI,,569.8,3.45,0.6508,2.34,0.2684
sample_001208,00609_neg_sample,RFI,,412.55,4.4,0.0275,2.95,0.29
sample_001209,00610_neg_sample,RFI,,411.51,3.56,0.6773,3.51,0.693
sample_001210,00611_neg_sample,RFI,,411.51,4.23,0.8975,2.9,0.8641
sample_001211,00612_neg_sample,RFI,,564.5,3.83,0.0334,2.71,0.172
sample_001212,00613_neg_sample,RFI,,517.8,9.53,0.0315,3.22,0.2222
sample_001213,00614_neg_sample,RFI,,566.9,3.7,0.0954,2.93,0.1032
sample_001214,00615_neg_sample,RFI,,564.6,5.96,0.7471,3.62,0.1897
sample_001215,00616_neg_sample,RFI,,566.0,4.37,0.3372,4.64,0.2369
sample_001216,00617_neg_sample,RFI,,566.0,4.86,0.7579,3.95,0.2271
sample_001217,00618_neg_sample,RFI,,566.1,4.2,1.3802,4.18,0.7068
sample_001218,00619_neg_sample,RFI,,565.9,11.41,1.0007,4.1,0.8965
sample_001219,00620_neg_sample,RFI,,552.4,5.7,0.0944,3.31,0.0452
sample_001220,00621_neg_sample,RFI,,565.0,5.16,0.8631,5.33,0.8749
sample_001221,00622_neg_sample,RFI,,566.9,5.38,0.0315,3.85,0.5997
sample_001222,00623_neg_sample,RFI,,567.0,4.76,0.4158,3.47,0.3912
sample_001223,00624_neg_sample,RFI,,566.5,4.94,1.7891,3.01,0.8592
sample_001224,00625_neg_sample,RFI,,566.5,4.25,0.3038,2.8,0.5741
sample_001225,00626_neg_sample,RFI,,567.2,4.75,0.0236,3.21,0.0993
sample_001226,00627_neg_sample,RFI,,567.9,4.31,0.8444,4.14,0.6478
sample_001227,00628_neg_sample,RFI,,566.0,5.04,0.8651,4.26,0.8729
sample_001228,00629_neg_sample,RFI,,564.6,5.35,0.3323,3.69,0.1868
sample_001229,00630_neg_sample,RFI,,566.0,5.74,0.7815,4.98,0.1248
