sample_id,source_sample_id,true_label,dm,flux_density,width,arrival_time,sweep_contained,peak_sigma,peak_time_s
sample_002114,noise_00114,NOISE,,,,,,4.7,0.5505
sample_002115,noise_00115,NOISE,,,,,,4.19,0.53576
sample_002116,noise_00116,NOISE,,,,,,3.85,0.68518
sample_002117,noise_00117,NOISE,,,,,,5.0,0.53477
sample_002118,noise_00118,NOISE,,,,,,5.19,0.16122
sample_002119,noise_00119,NOISE,,,,,,4.61,0.61932
sample_002120,noise_00120,NOISE,,,,,,4.1,0.18088
sample_002121,noise_00121,NOISE,,,,,,4.34,1.3448
sample_002122,noise_00122,NOISE,,,,,,5.5,0.18678
sample_002123,noise_00123,NOISE,,,,,,4.26,0.25362
sample_002124,noise_00124,NOISE,,,,,,4.35,0.3303
sample_002125,noise_00125,NOISE,,,,,,4.58,0.67633
sample_002126,noise_00126,NOISE,,,,,,4.37,0.26149
sample_002127,noise_00127,NOISE,,,,,,4.7,0.09044
sample_002128,noise_00128,NOISE,,,,,,4.4,0.2084
sample_002129,noise_00129,NOISE,,,,,,3.87,1.25338
sample_002130,noise_00130,NOISE,,,,,,3.98,1.48242
sample_002131,noise_00131,NOISE,,,,,,3.78,0.60752
sample_002132,noise_00132,NOISE,,,,,,4.39,0.40108
sample_002133,noise_00133,NOISE,,,,,,4.1,0.45416
sample_002134,noise_00134,NOISE,,,,,,4.3,1.37036
sample_002135,noise_00135,NOISE,,,,,,3.88,1.73998
sample_002136,noise_00136,NOISE,,,,,,4.13,0.36176
sample_002137,noise_00137,NOISE,,,,,,4.59,0.58589
sample_002138,noise_00138,NOISE,,,,,,4.51,0.99484
sample_002139,noise_00139,NOISE,,,,,,4.1,0.20054
sample_002140,noise_00140,NOISE,,,,,,4.71,0.18678
sample_002141,noise_00141,NOISE,,,,,,4.72,0.42271
sample_002142,noise_00142,NOISE,,,,,,5.72,1.04202
sample_002143,noise_00143,NOISE,,,,,,4.02,0.77857
sample_002144,noise_00144,NOISE,,,,,,4.31,0.6606
sample_002145,noise_00145,NOISE,,,,,,4.59,0.41878
sample_002146,noise_00146,NOISE,,,,,,4.99,0.84148
sample_002147,noise_00147,NOISE,,,,,,4.78,0.19857
sample_002148,noise_00148,NOISE,,,,,,4.2,1.03612
sample_002149,noise_00149,NOISE,,,,,,4.31,0.79135
sample_002150,noise_00150,NOISE,,,,,,5.17,0.18285
sample_002151,noise_00151,NOISE,,,,,,4.57,0.40993
sample_002152,noise_00152,NOISE,,,,,,4.32,0.39322
sample_002153,noise_00153,NOISE,,,,,,4.12,1.26812
sample_002154,noise_00154,NOISE,,,,,,4.5,0.71762
sample_002155,noise_00155,NOISE,,,,,,4.27,0.13369
sample_002156,noise_00156,NOISE,,,,,,4.52,1.19538
sample_002157,noise_00157,NOISE,,,,,,4.03,0.12583
sample_002158,noise_00158,NOISE,,,,,,3.98,0.8926
sample_002159,noise_00159,NOISE,,,,,,4.9,0.74711
sample_002160,noise_00160,NOISE,,,,,,4.52,0.35881
sample_002161,noise_00161,NOISE,,,,,,4.14,1.42737
sample_002162,noise_00162,NOISE,,,,,,4.14,1.01646
sample_002163,noise_00163,NOISE,,,,,,4.14,0.77267
sample_002164,noise_00164,NOISE,,,,,,4.61,1.70066
sample_002165,noise_00165,NOISE,,,,,,4.35,0.07274
sample_002166,noise_00166,NOISE,,,,,,4.72,0.79626
sample_002167,noise_00167,NOISE,,,,,,4.04,0.1101
sample_002168,noise_00168,NOISE,,,,,,4.43,0.31457
sample_002169,noise_00169,NOISE,,,,,,5.35,0.51905
sample_002170,noise_00170,NOISE,,,,,,3.88,0.69206
sample_002171,noise_00171,NOISE,,,,,,4.19,0.01573
sample_002172,noise_00172,NOISE,,,,,,4.14,1.08331
sample_002173,noise_00173,NOISE,,,,,,4.34,0.88867
sample_002174,noise_00174,NOISE,,,,,,3.87,0.24576
sample_002175,noise_00175,NOISE,,,,,,4.36,0.03932
sample_002176,noise_00176,NOISE,,,,,,3.96,0.57213
sample_002177,noise_00177,NOISE,,,,,,4.0,0.73531
sample_002178,noise_00178,NOISE,,,,,,4.62,0.42664
sample_002179,noise_00179,NOISE,,,,,,4.1,0.21037
sample_002180,noise_00180,NOISE,,,,,,5.03,0.90243
sample_002181,noise_00181,NOISE,,,,,,4.41,0.50332
sample_002182,noise_00182,NOISE,,,,,,4.46,0.04522
sample_002183,noise_00183,NOISE,,,,,,4.15,1.16392
sample_002184,noise_00184,NOISE,,,,,,4.8,0.3421
sample_002185,noise_00185,NOISE,,,,,,4.59,0.71565
sample_002186,noise_00186,NOISE,,,,,,4.38,0.24969
sample_002187,noise_00187,NOISE,,,,,,4.33,0.18579
sample_002188,noise_00188,NOISE,,,,,,4.15,1.2986
sample_002189,noise_00189,NOISE,,,,,,4.09,0.28312
sample_002190,noise_00190,NOISE,,,,,,4.38,0.64094
sample_002191,noise_00191,NOISE,,,,,,3.92,0.82969
sample_002192,noise_00192,NOISE,,,,,,5.0,0.6665
sample_002193,noise_00193,NOISE,,,,,,4.39,0.26837
sample_002194,noise_00194,NOISE,,,,,,4.41,0.54264
sample_002195,noise_00195,NOISE,,,,,,4.85,0.26739
sample_002196,noise_00196,NOISE,,,,,,4.7,0.57999
sample_002197,noise_00197,NOISE,,,,,,4.35,0.85426
sample_002198,noise_00198,NOISE,,,,,,4.67,0.58196
sample_002199,noise_00199,NOISE,,,,,,4.23,0.67633
sample_002200,noise_00200,NOISE,,,,,,4.26,0.81986
sample_002201,noise_00201,NOISE,,,,,,4.42,0.67633
sample_002202,noise_00202,NOISE,,,,,,5.05,0.49742
sample_002203,noise_00203,NOISE,,,,,,4.4,0.87294
sample_002204,noise_00204,NOISE,,,,,,4.66,1.03809
sample_002205,noise_00205,NOISE,,,,,,4.54,0.34996
sample_002206,noise_00206,NOISE,,,,,,4.95,0.63701
sample_002207,noise_00207,NOISE,,,,,,4.63,1.58466
sample_002208,noise_00208,NOISE,,,,,,4.12,0.95453
sample_002209,noise_00209,NOISE,,,,,,4.02,0.47677
sample_002210,noise_00210,NOISE,,,,,,4.67,1.14622
sample_002211,noise_00211,NOISE,,,,,,4.47,0.78545
sample_002212,noise_00212,NOISE,,,,,,4.2,0.57901
sample_002213,noise_00213,NOISE,,,,,,4.68,0.88867
sample_002214,noise_00214,NOISE,,,,,,4.47,1.39002
sample_002215,noise_00215,NOISE,,,,,,4.31,0.34308
sample_002216,noise_00216,NOISE,,,,,,3.91,1.18456
sample_002217,noise_00217,NOISE,,,,,,4.16,0.38535
sample_002218,noise_00218,NOISE,,,,,,4.28,0.25362
sample_002219,noise_00219,NOISE,,,,,,4.28,0.94962
sample_002220,noise_00220,NOISE,,,,,,4.02,0.89457
sample_002221,noise_00221,NOISE,,,,,,4.76,0.52101
sample_002222,noise_00222,NOISE,,,,,,4.74,0.2143
sample_002223,noise_00223,NOISE,,,,,,4.21,0.74318
sample_002224,noise_00224,NOISE,,,,,,4.89,0.08258
sample_002225,noise_00225,NOISE,,,,,,4.65,0.57999
sample_002226,noise_00226,NOISE,,,,,,3.9,0.72352
sample_002227,noise_00227,NOISE,,,,,,4.52,0.09044
sample_002228,noise_00228,NOISE,,,,,,5.8,0.03932
sample_002229,noise_00229,NOISE,,,,,,3.98,0.69501
sample_002230,noise_00230,NOISE,,,,,,4.18,0.73728
sample_002231,noise_00231,NOISE,,,,,,3.87,0.48169
sample_002232,noise_00232,NOISE,,,,,,4.26,0.79626
sample_002233,noise_00233,NOISE,,,,,,4.76,0.06488
sample_002234,noise_00234,NOISE,,,,,,4.33,0.25952
sample_002235,noise_00235,NOISE,,,,,,4.6,0.32637
sample_002236,noise_00236,NOISE,,,,,,4.08,0.48955
sample_002237,noise_00237,NOISE,,,,,,4.44,1.03416
sample_002238,noise_00238,NOISE,,,,,,4.43,0.98107
sample_002239,noise_00239,NOISE,,,,,,4.27,0.25952
sample_002240,noise_00240,NOISE,,,,,,4.62,0.32834
sample_002241,noise_00241,NOISE,,,,,,4.28,0.72352
sample_002242,noise_00242,NOISE,,,,,,4.25,0.28705
sample_002243,noise_00243,NOISE,,,,,,5.4,0.90243
sample_002244,noise_00244,NOISE,,,,,,4.3,0.34406
sample_002245,noise_00245,NOISE,,,,,,3.97,0.49054
sample_002246,noise_00246,NOISE,,,,,,4.54,1.47456
sample_002247,noise_00247,NOISE,,,,,,4.07,0.27918
sample_002248,noise_00248,NOISE,,,,,,4.48,0.52101
sample_002249,noise_00249,NOISE,,,,,,4.58,0.40698
sample_002250,noise_00250,NOISE,,,,,,4.44,0.21627
sample_002251,noise_00251,NOISE,,,,,,4.18,0.14746
sample_002252,noise_00252,NOISE,,,,,,5.3,1.04792
sample_002253,noise_00253,NOISE,,,,,,4.34,0.03539
sample_002254,noise_00254,NOISE,,,,,,4.49,0.15532
sample_002255,noise_00255,NOISE,,,,,,4.04,0.47186
sample_002256,noise_00256,NOISE,,,,,,4.96,0.27918
sample_002257,noise_00257,NOISE,,,,,,4.49,0.13566
sample_002258,noise_00258,NOISE,,,,,,4.35,0.26149
sample_002259,noise_00259,NOISE,,,,,,3.91,0.40501
sample_002260,noise_00260,NOISE,,,,,,4.28,0.97911
sample_002261,noise_00261,NOISE,,,,,,5.02,0.3303
sample_002262,noise_00262,NOISE,,,,,,4.02,0.68911
sample_002263,noise_00263,NOISE,,,,,,3.99,0.35979
sample_002264,noise_00264,NOISE,,,,,,4.31,1.35463
sample_002265,noise_00265,NOISE,,,,,,4.32,0.86704
sample_002266,noise_00266,NOISE,,,,,,4.85,0.19956
sample_002267,noise_00267,NOISE,,,,,,4.32,0.25362
sample_002268,noise_00268,NOISE,,,,,,4.09,1.13738
sample_002269,noise_00269,NOISE,,,,,,4.04,1.43524
sample_002270,noise_00270,NOISE,,,,,,4.39,0.23396
sample_002271,noise_00271,NOISE,,,,,,4.93,0.40698
sample_002272,noise_00272,NOISE,,,,,,4.43,0.23003
sample_002273,noise_00273,NOISE,,,,,,4.25,0.58589
sample_002274,noise_00274,NOISE,,,,,,4.55,1.36053
sample_002275,noise_00275,NOISE,,,,,,4.06,0.51708
sample_002276,noise_00276,NOISE,,,,,,4.85,1.4667
sample_002277,noise_00277,NOISE,,,,,,3.85,0.46301
sample_002278,noise_00278,NOISE,,,,,,4.36,0.59572
sample_002279,noise_00279,NOISE,,,,,,4.1,0.01769
sample_002280,noise_00280,NOISE,,,,,,3.86,0.37552
sample_002281,noise_00281,NOISE,,,,,,4.33,0.49938
sample_002282,noise_00282,NOISE,,,,,,4.15,0.60555
sample_002283,noise_00283,NOISE,,,,,,4.46,1.07938
sample_002284,noise_00284,NOISE,,,,,,5.28,0.24084
sample_002285,noise_00285,NOISE,,,,,,4.86,0.05702
sample_002286,noise_00286,NOISE,,,,,,4.75,0.74121
sample_002287,noise_00287,NOISE,,,,,,3.77,1.47653
sample_002288,noise_00288,NOISE,,,,,,4.86,0.36569
sample_002289,noise_00289,NOISE,,,,,,4.48,1.53649
sample_002290,noise_00290,NOISE,,,,,,5.67,0.06881
sample_002291,noise_00291,NOISE,,,,,,4.81,0.26247
sample_002292,noise_00292,NOISE,,,,,,4.58,0.08258
sample_002293,noise_00293,NOISE,,,,,,4.58,0.56426
sample_002294,noise_00294,NOISE,,,,,,3.94,0.63603
sample_002295,noise_00295,NOISE,,,,,,4.09,0.32539
sample_002296,noise_00296,NOISE,,,,,,4.83,0.32047
sample_002297,noise_00297,NOISE,,,,,,4.37,1.2288
sample_002298,noise_00298,NOISE,,,,,,5.26,0.44237
sample_002299,noise_00299,NOISE,,,,,,4.39,1.38019
sample_002300,noise_00300,NOISE,,,,,,4.34,0.61342
sample_002301,noise_00301,NOISE,,,,,,4.28,0.50135
sample_002302,noise_00302,NOISE,,,,,,4.95,0.25854
sample_002303,noise_00303,NOISE,,,,,,5.12,0.59572
sample_002304,noise_00304,NOISE,,,,,,3.96,0.16515
sample_002305,noise_00305,NOISE,,,,,,4.59,0.67437
sample_002306,noise_00306,NOISE,,,,,,4.66,0.03146
sample_002307,noise_00307,NOISE,,,,,,4.04,0.26542
sample_002308,noise_00308,NOISE,,,,,,4.03,0.24084
sample_002309,noise_00309,NOISE,,,,,,4.59,0.42074
sample_002310,noise_00310,NOISE,,,,,,4.56,0.29688
sample_002311,noise_00311,NOISE,,,,,,4.18,0.60654
sample_002312,noise_00312,NOISE,,,,,,3.92,1.73015
sample_002313,noise_00313,NOISE,,,,,,4.73,0.55247
sample_002314,noise_00314,NOISE,,,,,,4.49,0.36078
sample_002315,noise_00315,NOISE,,,,,,4.49,0.36766
sample_002316,noise_00316,NOISE,,,,,,4.11,0.39125
sample_002317,noise_00317,NOISE,,,,,,4.36,1.25141
sample_002318,noise_00318,NOISE,,,,,,4.47,1.0548
sample_002319,noise_00319,NOISE,,,,,,5.97,0.80609
sample_002320,noise_00320,NOISE,,,,,,4.15,0.52691
sample_002321,noise_00321,NOISE,,,,,,3.87,0.0118
sample_002322,noise_00322,NOISE,,,,,,4.25,0.39911
sample_002323,noise_00323,NOISE,,,,,,4.32,0.26542
sample_002324,noise_00324,NOISE,,,,,,4.4,0.99287
sample_002325,noise_00325,NOISE,,,,,,4.95,0.06095
sample_002326,noise_00326,NOISE,,,,,,4.67,1.07741
sample_002327,noise_00327,NOISE,,,,,,4.5,0.27623
sample_002328,noise_00328,NOISE,,,,,,4.46,0.35586
sample_002329,noise_00329,NOISE,,,,,,4.14,0.63701
sample_002330,noise_00330,NOISE,,,,,,4.3,0.08061
sample_002331,noise_00331,NOISE,,,,,,4.25,0.14746
sample_002332,noise_00332,NOISE,,,,,,4.32,0.30867
sample_002333,noise_00333,NOISE,,,,,,4.58,0.42861
sample_002334,noise_00334,NOISE,,,,,,4.62,0.14746
sample_002335,noise_00335,NOISE,,,,,,4.05,0.08061
sample_002336,noise_00336,NOISE,,,,,,4.18,0.41484
sample_002337,noise_00337,NOISE,,,,,,4.79,0.77857
sample_002338,noise_00338,NOISE,,,,,,4.41,0.85721
sample_002339,noise_00339,NOISE,,,,,,4.91,0.31457
sample_002340,noise_00340,NOISE,,,,,,4.63,0.68026
sample_002341,noise_00341,NOISE,,,,,,4.49,0.54264
sample_002342,noise_00342,NOISE,,,,,,4.06,0.36176
sample_002343,noise_00343,NOISE,,,,,,4.11,1.17375
sample_002344,noise_00344,NOISE,,,,,,4.45,0.40796
sample_002345,noise_00345,NOISE,,,,,,4.38,0.63701
sample_002346,noise_00346,NOISE,,,,,,4.47,0.7363
sample_002347,noise_00347,NOISE,,,,,,4.79,0.03342
sample_002348,noise_00348,NOISE,,,,,,3.96,0.18481
sample_002349,noise_00349,NOISE,,,,,,5.04,0.78447
sample_002350,noise_00350,NOISE,,,,,,5.3,0.37552
sample_002351,noise_00351,NOISE,,,,,,4.3,0.25362
sample_002352,noise_00352,NOISE,,,,,,4.49,0.7884
sample_002353,noise_00353,NOISE,,,,,,4.19,0.24773
sample_002354,noise_00354,NOISE,,,,,,4.48,0.30867
sample_002355,noise_00355,NOISE,,,,,,4.66,0.87097
sample_002356,noise_00356,NOISE,,,,,,4.31,0.57213
sample_002357,noise_00357,NOISE,,,,,,4.96,1.06267
sample_002358,noise_00358,NOISE,,,,,,4.33,0.60555
sample_002359,noise_00359,NOISE,,,,,,4.81,0.1219
sample_002360,noise_00360,NOISE,,,,,,4.14,0.64881
sample_002361,noise_00361,NOISE,,,,,,4.29,0.84148
sample_002362,noise_00362,NOISE,,,,,,5.27,0.82969
sample_002363,noise_00363,NOISE,,,,,,4.44,0.46793
sample_002364,noise_00364,NOISE,,,,,,4.36,0.15532
sample_002365,noise_00365,NOISE,,,,,,4.31,0.66159
sample_002366,noise_00366,NOISE,,,,,,3.94,0.45416
sample_002367,noise_00367,NOISE,,,,,,4.52,0.41484
sample_002368,noise_00368,NOISE,,,,,,4.16,0.49742
sample_002369,noise_00369,NOISE,,,,,,4.32,0.61538
sample_002370,noise_00370,NOISE,,,,,,4.04,0.73531
sample_002371,noise_00371,NOISE,,,,,,4.37,1.34775
sample_002372,noise_00372,NOISE,,,,,,4.15,0.88572
sample_002373,noise_00373,NOISE,,,,,,4.15,0.46498
sample_002374,noise_00374,NOISE,,,,,,4.22,1.37429
sample_002375,noise_00375,NOISE,,,,,,4.42,0.47186
sample_002376,noise_00376,NOISE,,,,,,4.38,1.35463
sample_002377,noise_00377,NOISE,,,,,,4.25,0.05898
sample_002378,noise_00378,NOISE,,,,,,4.22,0.28508
sample_002379,noise_00379,NOISE,,,,,,4.32,0.02851
sample_002380,noise_00380,NOISE,,,,,,4.63,0.52888
sample_002381,noise_00381,NOISE,,,,,,4.06,0.39322
sample_002382,noise_00382,NOISE,,,,,,4.85,0.62325
sample_002383,noise_00383,NOISE,,,,,,4.1,1.04792
sample_002384,noise_00384,NOISE,,,,,,4.23,0.22118
sample_002385,noise_00385,NOISE,,,,,,4.15,0.31949
sample_002386,noise_00386,NOISE,,,,,,4.56,1.57385
sample_002387,noise_00387,NOISE,,,,,,4.58,0.63898
sample_002388,noise_00388,NOISE,,,,,,4.45,1.24453
sample_002389,noise_00389,NOISE,,,,,,4.64,0.97911
sample_002390,noise_00390,NOISE,,,,,,4.22,0.47972
sample_002391,noise_00391,NOISE,,,,,,3.99,0.60752
sample_002392,noise_00392,NOISE,,,,,,4.01,0.31556
sample_002393,noise_00393,NOISE,,,,,,4.85,1.63381
sample_002394,noise_00394,NOISE,,,,,,4.36,0.45023
sample_002395,noise_00395,NOISE,,,,,,4.5,0.17695
sample_002396,noise_00396,NOISE,,,,,,4.74,0.19268
sample_002397,noise_00397,NOISE,,,,,,4.19,0.47284
sample_002398,noise_00398,NOISE,,,,,,4.64,0.23593
sample_002399,noise_00399,NOISE,,,,,,5.16,1.27009
sample_002400,noise_00400,NOISE,,,,,,5.66,0.08356
sample_002401,noise_00401,NOISE,,,,,,4.58,0.4345
sample_002402,noise_00402,NOISE,,,,,,4.26,1.18358
sample_002403,noise_00403,NOISE,,,,,,4.55,0.53281
sample_002404,noise_00404,NOISE,,,,,,4.68,0.54854
sample_002405,noise_00405,NOISE,,,,,,4.25,0.28017
sample_002406,noise_00406,NOISE,,,,,,4.63,0.18776
sample_002407,noise_00407,NOISE,,,,,,4.73,1.34283
sample_002408,noise_00408,NOISE,,,,,,4.84,0.63308
sample_002409,noise_00409,NOISE,,,,,,4.34,0.31261
sample_002410,noise_00410,NOISE,,,,,,4.7,1.07741
sample_002411,noise_00411,NOISE,,,,,,3.74,0.15925
sample_002412,noise_00412,NOISE,,,,,,4.49,1.14033
sample_002413,noise_00413,NOISE,,,,,,3.96,0.56721
sample_002414,noise_00414,NOISE,,,,,,4.59,1.51585
sample_002415,noise_00415,NOISE,,,,,,4.2,0.55837
sample_002416,noise_00416,NOISE,,,,,,4.4,0.18678
sample_002417,noise_00417,NOISE,,,,,,4.62,0.00983
sample_002418,noise_00418,NOISE,,,,,,4.52,1.24846
sample_002419,noise_00419,NOISE,,,,,,3.88,0.92013
sample_002420,noise_00420,NOISE,,,,,,3.97,1.41263
sample_002421,noise_00421,NOISE,,,,,,5.06,0.23003
sample_002422,noise_00422,NOISE,,,,,,4.44,0.10912
sample_002423,noise_00423,NOISE,,,,,,4.31,1.02826
sample_002424,noise_00424,NOISE,,,,,,4.08,1.15999
sample_002425,noise_00425,NOISE,,,,,,4.15,0.70582
sample_002426,noise_00426,NOISE,,,,,,5.08,0.78447
sample_002427,noise_00427,NOISE,,,,,,4.18,0.11403
sample_002428,noise_00428,NOISE,,,,,,4.4,0.50725
sample_002429,noise_00429,NOISE,,,,,,4.22,0.49152
sample_002430,noise_00430,NOISE,,,,,,4.05,0.54755
sample_002431,noise_00431,NOISE,,,,,,4.64,0.30867
sample_002432,noise_00432,NOISE,,,,,,4.3,0.23298
sample_002433,noise_00433,NOISE,,,,,,4.78,0.59376
sample_002434,noise_00434,NOISE,,,,,,4.34,1.36249
sample_002435,noise_00435,NOISE,,,,,,4.38,0.35389
sample_002436,noise_00436,NOISE,,,,,,4.26,0.19956
sample_002437,noise_00437,NOISE,,,,,,4.06,0.06685
sample_002438,noise_00438,NOISE,,,,,,3.94,0.8867
sample_002439,noise_00439,NOISE,,,,,,4.79,0.29098
sample_002440,noise_00440,NOISE,,,,,,4.14,0.03539
sample_002441,noise_00441,NOISE,,,,,,4.9,0.42566
sample_002442,noise_00442,NOISE,,,,,,4.59,0.24281
sample_002443,noise_00443,NOISE,,,,,,4.39,0.62915
sample_002444,noise_00444,NOISE,,,,,,4.15,0.3362
sample_002445,noise_00445,NOISE,,,,,,4.05,0.35586
sample_002446,noise_00446,NOISE,,,,,,4.58,0.59867
sample_002447,noise_00447,NOISE,,,,,,4.48,0.27329
sample_002448,noise_00448,NOISE,,,,,,4.43,0.59769
sample_002449,noise_00449,NOISE,,,,,,4.33,1.101
sample_002450,noise_00450,NOISE,,,,,,4.87,0.41878
sample_002451,noise_00451,NOISE,,,,,,4.28,1.17572
sample_002452,noise_00452,NOISE,,,,,,4.71,0.85721
sample_002453,noise_00453,NOISE,,,,,,3.97,0.4404
sample_002454,noise_00454,NOISE,,,,,,5.41,0.91816
sample_002455,noise_00455,NOISE,,,,,,4.58,0.48759
sample_002456,noise_00456,NOISE,,,,,,4.2,1.29171
sample_002457,noise_00457,NOISE,,,,,,4.52,1.61022
sample_002458,noise_00458,NOISE,,,,,,4.56,0.59179
sample_002459,noise_00459,NOISE,,,,,,4.31,0.09241
sample_002460,noise_00460,NOISE,,,,,,4.79,0.51905
sample_002461,noise_00461,NOISE,,,,,,4.47,0.88474
sample_002462,noise_00462,NOISE,,,,,,4.39,0.39518
sample_002463,noise_00463,NOISE,,,,,,3.87,1.47554
sample_002464,noise_00464,NOISE,,,,,,4.65,0.60555
sample_002465,noise_00465,NOISE,,,,,,4.14,0.90636
sample_002466,noise_00466,NOISE,,,,,,4.84,0.65176
sample_002467,noise_00467,NOISE,,,,,,4.78,0.58982
sample_002468,noise_00468,NOISE,,,,,,3.99,0.59376
sample_002469,noise_00469,NOISE,,,,,,4.95,0.90046
sample_002470,noise_00470,NOISE,,,,,,4.43,1.04595
sample_002471,noise_00471,NOISE,,,,,,4.55,0.26345
sample_002472,noise_00472,NOISE,,,,,,4.1,0.69599
sample_002473,noise_00473,NOISE,,,,,,5.76,0.09437
sample_002474,noise_00474,NOISE,,,,,,4.81,0.51905
sample_002475,noise_00475,NOISE,,,,,,4.84,0.40108
sample_002476,noise_00476,NOISE,,,,,,4.17,0.09241
sample_002477,noise_00477,NOISE,,,,,,4.63,0.15925
sample_002478,noise_00478,NOISE,,,,,,4.9,0.36667
sample_002479,noise_00479,NOISE,,,,,,4.77,0.83558
sample_002480,noise_00480,NOISE,,,,,,4.86,0.57803
sample_002481,noise_00481,NOISE,,,,,,4.39,0.84345
sample_002482,noise_00482,NOISE,,,,,,4.49,0.25362
sample_002483,noise_00483,NOISE,,,,,,4.4,0.43942
sample_002484,noise_00484,NOISE,,,,,,5.11,1.10297
sample_002485,noise_00485,NOISE,,,,,,4.75,0.99385
sample_002486,noise_00486,NOISE,,,,,,4.13,0.70779
sample_002487,noise_00487,NOISE,,,,,,4.02,0.50037
sample_002488,noise_00488,NOISE,,,,,,4.1,0.6783
sample_002489,noise_00489,NOISE,,,,,,4.62,0.03637
sample_002490,noise_00490,NOISE,,,,,,4.56,1.4372
sample_002491,noise_00491,NOISE,,,,,,4.92,0.15237
sample_002492,noise_00492,NOISE,,,,,,3.82,0.30278
sample_002493,noise_00493,NOISE,,,,,,4.41,0.55837
sample_002494,noise_00494,NOISE,,,,,,4.05,0.99287
sample_002495,noise_00495,NOISE,,,,,,4.15,1.53944
sample_002496,noise_00496,NOISE,,,,,,4.68,0.46793
sample_002497,noise_00497,NOISE,,,,,,4.49,0.26542
sample_002498,noise_00498,NOISE,,,,,,4.44,0.91816
sample_002499,noise_00499,NOISE,,,,,,3.94,0.04817
sample_002500,noise_00500,NOISE,,,,,,4.7,1.21012
sample_002501,noise_00501,NOISE,,,,,,4.19,0.16318
sample_002502,noise_00502,NOISE,,,,,,4.06,0.43254
sample_002503,noise_00503,NOISE,,,,,,5.35,0.97124
sample_002504,noise_00504,NOISE,,,,,,4.53,1.29171
sample_002505,noise_00505,NOISE,,,,,,4.57,1.29761
sample_002506,noise_00506,NOISE,,,,,,4.83,0.99877
sample_002507,noise_00507,NOISE,,,,,,4.04,0.49349
sample_002508,noise_00508,NOISE,,,,,,3.95,0.19464
sample_002509,noise_00509,NOISE,,,,,,4.63,0.16515
sample_002510,noise_00510,NOISE,,,,,,4.99,0.60162
sample_002511,noise_00511,NOISE,,,,,,4.4,0.23593
sample_002512,noise_00512,NOISE,,,,,,4.24,0.54166
sample_002513,noise_00513,NOISE,,,,,,4.05,0.12386
sample_002514,noise_00514,NOISE,,,,,,4.91,0.21627
sample_002515,noise_00515,NOISE,,,,,,4.82,0.78053
sample_002516,noise_00516,NOISE,,,,,,5.31,0.80609
sample_002517,noise_00517,NOISE,,,,,,4.62,0.57606
sample_002518,noise_00518,NOISE,,,,,,4.17,0.49152
sample_002519,noise_00519,NOISE,,,,,,3.96,0.09241
sample_002520,noise_00520,NOISE,,,,,,6.02,0.99484
sample_002521,noise_00521,NOISE,,,,,,4.12,0.39027
sample_002522,noise_00522,NOISE,,,,,,4.14,0.34603
sample_002523,noise_00523,NOISE,,,,,,4.8,0.47677
sample_002524,noise_00524,NOISE,,,,,,4.41,0.93192
sample_002525,noise_00525,NOISE,,,,,,4.14,0.08061
sample_002526,noise_00526,NOISE,,,,,,3.96,0.58786
sample_002527,noise_00527,NOISE,,,,,,4.54,0.48759
sample_002528,noise_00528,NOISE,,,,,,4.15,1.22192
sample_002529,noise_00529,NOISE,,,,,,4.45,0.22217
sample_002530,noise_00530,NOISE,,,,,,4.53,0.39813
sample_002531,noise_00531,NOISE,,,,,,5.41,0.13173
sample_002532,noise_00532,NOISE,,,,,,4.44,1.29761
sample_002533,noise_00533,NOISE,,,,,,4.33,0.37257
sample_002534,noise_00534,NOISE,,,,,,4.35,0.27722
sample_002535,noise_00535,NOISE,,,,,,5.3,0.92111
sample_002536,noise_00536,NOISE,,,,,,4.12,1.28385
sample_002537,noise_00537,NOISE,,,,,,4.24,0.56033
sample_002538,noise_00538,NOISE,,,,,,3.68,0.97321
sample_002539,noise_00539,NOISE,,,,,,4.54,0.64291
sample_002540,noise_00540,NOISE,,,,,,5.81,1.30744
sample_002541,noise_00541,NOISE,,,,,,4.64,0.76284
sample_002542,noise_00542,NOISE,,,,,,4.35,0.11796
sample_002543,noise_00543,NOISE,,,,,,4.1,1.63185
sample_002544,noise_00544,NOISE,,,,,,4.15,0.38928
sample_002545,noise_00545,NOISE,,,,,,4.34,0.4345
sample_002546,noise_00546,NOISE,,,,,,4.8,0.58786
sample_002547,noise_00547,NOISE,,,,,,4.77,0.8985
sample_002548,noise_00548,NOISE,,,,,,4.53,0.35586
sample_002549,noise_00549,NOISE,,,,,,3.87,0.41091
sample_002550,noise_00550,NOISE,,,,,,4.4,0.2084
sample_002551,noise_00551,NOISE,,,,,,4.38,0.19661
sample_002552,noise_00552,NOISE,,,,,,4.28,0.30573
sample_002553,noise_00553,NOISE,,,,,,4.81,0.49054
sample_002554,noise_00554,NOISE,,,,,,4.73,1.19734
sample_002555,noise_00555,NOISE,,,,,,4.74,1.217
sample_002556,noise_00556,NOISE,,,,,,4.18,0.3362
sample_002557,noise_00557,NOISE,,,,,,4.25,0.02556
sample_002558,noise_00558,NOISE,,,,,,5.03,0.2261
sample_002559,noise_00559,NOISE,,,,,,5.0,0.6547
sample_002560,noise_00560,NOISE,,,,,,5.19,0.23986
sample_002561,noise_00561,NOISE,,,,,,4.66,0.31261
sample_002562,noise_00562,NOISE,,,,,,4.46,1.48832
