sample_id,true_label,source_true_label,vlm_predicted_label,external_predicted_label,vlm_correct,external_correct,vlm_confidence,external_confidence,vlm_frb_probability,external_frb_probability,external_n_candidates,external_aggregation,vlm_features,vlm_error,external_error,agreement
sample_001322,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7394053339958191,0.1,0.7394053339958191,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001326,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9904378056526184,0.1,0.9904378056526184,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001338,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.555945873260498,0.1,0.555945873260498,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001344,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.5967990159988403,0.05,0.5967990159988403,22,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001346,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9621172547340393,0.1,0.9621172547340393,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001356,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9150567650794983,0.1,0.9150567650794983,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001362,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9712162017822266,0.1,0.9712162017822266,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001365,NON_FRB,RFI,NON_FRB,FRB,True,False,1.0,0.7029899954795837,0.05,0.7029899954795837,24,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001371,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5271061062812805,0.15,0.5271061062812805,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001372,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7683699131011963,0.05,0.7683699131011963,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001374,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9934866428375244,0.1,0.9934866428375244,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001376,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9330780506134033,0.1,0.9330780506134033,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001391,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5331901907920837,0.1,0.5331901907920837,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001392,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7587643265724182,0.15,0.7587643265724182,13,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001395,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6491388082504272,0.15,0.6491388082504272,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001397,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8048447370529175,0.1,0.8048447370529175,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001398,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7489380836486816,0.1,0.7489380836486816,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001405,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7804989814758301,0.1,0.7804989814758301,4,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001415,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6524167656898499,0.15,0.6524167656898499,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001421,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7491257786750793,0.1,0.7491257786750793,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001432,NON_FRB,RFI,NON_FRB,FRB,True,False,0.9,0.9941083192825317,0.15,0.9941083192825317,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001438,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9346237778663635,0.1,0.9346237778663635,3,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001450,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.8193773031234741,0.15,0.8193773031234741,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001451,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.619591474533081,0.1,0.619591474533081,1,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001452,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6790413856506348,0.1,0.6790413856506348,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001465,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.9540250897407532,0.05,0.9540250897407532,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001467,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7786917090415955,0.15,0.7786917090415955,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001476,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7020568251609802,0.1,0.7020568251609802,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":true,""persistent_bands"":false,""random_background_texture"":false,""repeating_pattern"":true,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001479,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.7285234928131104,0.1,0.7285234928131104,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001485,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.5037127137184143,0.1,0.5037127137184143,1,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001489,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.6147748231887817,0.1,0.6147748231887817,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001495,NON_FRB,RFI,NON_FRB,FRB,True,False,0.95,0.792233943939209,0.1,0.792233943939209,2,max,"{""broadband"":true,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":true,""random_background_texture"":false,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":true}",,,False
sample_001519,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.7774363160133362,0.15,0.7774363160133362,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001521,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.723203182220459,0.15,0.723203182220459,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001548,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.6471415758132935,0.15,0.6471415758132935,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001593,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.8790561556816101,0.15,0.8790561556816101,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001632,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.882753312587738,0.15,0.882753312587738,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001644,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.7419853210449219,0.15,0.7419853210449219,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001651,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.8364742398262024,0.15,0.8364742398262024,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001658,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.6719132661819458,0.15,0.6719132661819458,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001674,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.977867841720581,0.15,0.977867841720581,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001709,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.8653106689453125,0.1,0.8653106689453125,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001759,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.5708279013633728,0.15,0.5708279013633728,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":false,""visible_structure"":false}",,,False
sample_001780,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.625320315361023,0.1,0.625320315361023,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001811,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.6196014285087585,0.15,0.6196014285087585,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001862,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.8722010254859924,0.15,0.8722010254859924,2,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001915,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.6748831868171692,0.15,0.6748831868171692,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001921,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.530832827091217,0.15,0.530832827091217,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001935,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.6311764717102051,0.1,0.6311764717102051,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001963,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.7158675789833069,0.15,0.7158675789833069,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001970,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.514094352722168,0.15,0.514094352722168,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
sample_001992,NON_FRB,NOISE,NON_FRB,FRB,True,False,0.95,0.5104849934577942,0.1,0.5104849934577942,1,max,"{""broadband"":false,""frequency_dependent_delay"":false,""localized_transient"":false,""persistent_bands"":false,""random_background_texture"":true,""repeating_pattern"":false,""saturated_or_clipped"":false,""uniform_or_constant_background"":true,""visible_structure"":false}",,,False
